id,hadith_id,source,chapter_no,hadith_no,chapter,chain_indx,text_ar,text_en
4959,65, Sahih Bukhari ,65, 4959 ,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,"20193, 20022, 11015, 20278, 4145",وقال سليمان بن حرب وأبو النعمان حدثنا حماد بن زيد، عن أيوب، عن محمد، قال كنت في حلقة فيها عبد الرحمن بن أبي ليلى وكان أصحابه يعظمونه، فذكر آخر الأجلين فحدثت بحديث سبيعة بنت الحارث عن عبد الله بن عتبة قال فضمز لي بعض أصحابه‏.‏ قال محمد ففطنت له فقلت إني إذا لجريء إن كذبت على عبد الله بن عتبة وهو في ناحية الكوفة‏.‏ فاستحيا وقال لكن عمه لم يقل ذاك‏.‏ فلقيت أبا عطية مالك بن عامر فسألته فذهب يحدثني حديث سبيعة فقلت هل سمعت عن عبد الله فيها شيئا فقال كنا عند عبد الله فقال أتجعلون عليها التغليظ ولا تجعلون عليها الرخصة‏.‏ لنزلت سورة النساء القصرى بعد الطولى ‏{‏وأولات الأحمال أجلهن أن يضعن حملهن‏}‏‏.‏,
4983,65, Sahih Bukhari ,65, 4983 ,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,"30153, 20031, 20012, 11638, 17",حدثنا عمرو بن علي، حدثنا يحيى، أخبرنا سفيان، حدثني عبد الرحمن بن عابس، سمعت ابن عباس  رضى الله عنهما  ‏{‏ترمي بشرر‏}‏ كنا نعمد إلى الخشبة ثلاثة أذرع وفوق ذلك، فنرفعه للشتاء فنسميه القصر‏.‏ ‏{‏كأنه جمالات صفر‏}‏ حبال السفن تجمع حتى تكون كأوساط الرجال‏.‏,
5004,65, Sahih Bukhari ,65, 5004 ,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,"30367, 20022, 11315, 11016",وقال قتيبة حدثنا حماد، عن يحيى بن عتيق، عن الحسن، قال اكتب في المصحف في أول الإمام بسم الله الرحمن الرحيم، واجعل بين السورتين خطا‏.‏ وقال مجاهد ‏{‏ناديه‏}‏ عشيرته‏.‏ ‏{‏الزبانية‏}‏ الملائكة‏.‏ وقال معمر ‏{‏الرجعى‏}‏ المرجع‏.‏ ‏{‏لنسفعن‏}‏ قال لنأخذن ولنسفعن بالنون وهى الخفيفة، سفعت بيده أخذت‏.‏,
5006,65, Sahih Bukhari ,65, 5006 ,Prophetic Commentary on the Qur'an (Tafseer of the Prophet (pbuh)) - كتاب التفسير,"10567, 34","قال محمد بن شهاب فأخبرني أبو سلمة، أن جابر بن عبد الله الأنصاري  رضى الله عنهما  قال قال رسول الله صلى الله عليه وسلم وهو يحدث عن فترة الوحى قال في حديثه ‏""‏ بينا أنا أمشي سمعت صوتا من السماء فرفعت بصري، فإذا الملك الذي جاءني بحراء جالس على كرسي بين السماء والأرض ففرقت منه فرجعت فقلت زملوني زملوني ‏""‏‏.‏ فدثروه فأنزل الله تعالى ‏{‏يا أيها المدثر * قم فأنذر * وربك فكبر * وثيابك فطهر * والرجز فاهجر‏}‏‏.‏ قال أبو سلمة وهى الأوثان التي كان أهل الجاهلية يعبدون‏.‏ قال ثم تتابع الوحى‏.‏",
5039,66, Sahih Bukhari ,66, 5039 ,Virtues of the Qur'an - كتاب فضائل القرآن,"11013, 11006, 49",قال ابن شهاب وأخبرني خارجة بن زيد بن ثابت، سمع زيد بن ثابت، قال فقدت آية من الأحزاب حين نسخنا المصحف قد كنت أسمع رسول الله صلى الله عليه وسلم يقرأ بها فالتمسناها فوجدناها مع خزيمة بن ثابت الأنصاري ‏{‏من المؤمنين رجال صدقوا ما عاهدوا الله عليه‏}‏ فألحقناها في سورتها في المصحف‏.‏,
5059,66, Sahih Bukhari ,66, 5059 ,Virtues of the Qur'an - كتاب فضائل القرآن,"30315, 20258, 20295, 11035, 11036",وقال أبو معمر حدثنا عبد الوارث، حدثنا هشام، حدثنا محمد بن سيرين، حدثني معبد بن سيرين، عن أبي سعيد الخدري، بهذا‏.‏,
5060,66, Sahih Bukhari ,66, 5060 ,Virtues of the Qur'an - كتاب فضائل القرآن,"28531, 20020, 20160, 11051, 10530, 402",حدثنا محمد بن كثير، أخبرنا شعبة، عن سليمان، عن إبراهيم، عن عبد الرحمن، عن أبي مسعود، عن النبي صلى الله عليه وسلم قال من قرأ بالآيتين‏.‏ ‏.‏‏.‏ ‏.‏,
5124,67, Sahih Bukhari ,67, 5124 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,"30132, 20304, 11168, 11019",وقال لي خليفة حدثنا يزيد بن زريع، حدثنا سعيد، عن قتادة، أن أنسا، حدثهم عن النبي صلى الله عليه وسلم‏.‏,
5161,67, Sahih Bukhari ,67, 5161 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,"30007, 20031, 20012, 11276, 11168",وقال لنا أحمد بن حنبل حدثنا يحيى بن سعيد، عن سفيان، حدثني حبيب، عن سعيد، عن ابن عباس، حرم من النسب سبع، ومن الصهر سبع‏.‏ ثم قرأ ‏{‏حرمت عليكم أمهاتكم‏}‏ الآية‏.‏ وجمع عبد الله بن جعفر بين ابنة علي وامرأة علي‏.‏ وقال ابن سيرين لا بأس به‏.‏ وكرهه الحسن مرة ثم قال لا بأس به‏.‏ وجمع الحسن بن الحسن بن علي بين ابنتى عم في ليلة، وكرهه جابر بن زيد للقطيعة، وليس فيه تحريم لقوله تعالى ‏{‏وأحل لكم ما وراء ذلكم‏}‏ وقال عكرمة عن ابن عباس إذا زنى بأخت امرأته لم تحرم عليه امرأته‏.‏ ويروى عن يحيى الكندي عن الشعبي وأبي جعفر، فيمن يلعب بالصبي إن أدخله فيه، فلا يتزوجن أمه، ويحيى هذا غير معروف، لم يتابع عليه‏.‏ وقال عكرمة عن ابن عباس إذا زنى بها لم تحرم عليه امرأته‏.‏ ويذكر عن أبي نصر أن ابن عباس حرمه‏.‏ وأبو نصر هذا لم يعرف بسماعه من ابن عباس‏.‏ ويروى عن عمران بن حصين وجابر بن زيد والحسن وبعض أهل العراق تحرم عليه‏.‏ وقال أبو هريرة لا تحرم حتى يلزق بالأرض يعني يجامع‏.‏ وجوزه ابن المسيب وعروة والزهري‏.‏ وقال الزهري قال علي لا تحرم‏.‏ وهذا مرسل‏.‏,
5167,67, Sahih Bukhari ,67, 5167 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,53,لأن عروة حدثني عن عائشة، قالت حرموا من الرضاعة ما يحرم من النسب‏.‏,
5174,67, Sahih Bukhari ,67, 5174 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,"20177, 11152, 237","وقال ابن أبي ذئب حدثني إياس بن سلمة بن الأكوع، عن أبيه، عن رسول الله صلى الله عليه وسلم ‏""‏ أيما رجل وامرأة توافقا فعشرة ما بينهما ثلاث ليال فإن أحبا أن يتزايدا أو يتتاركا تتاركا ‏""‏‏.‏ فما أدري أشىء كان لنا خاصة أم للناس عامة‏.‏ قال أبو عبد الله وبينه علي عن النبي صلى الله عليه وسلم أنه منسوخ‏.‏",
5179,67, Sahih Bukhari ,67, 5179 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,"20320, 11067, 11028, 10535",وقال لي طلق حدثنا زائدة، عن منصور، عن مجاهد، عن ابن عباس، ‏{‏فيما عرضتم‏}‏ يقول إني أريد التزويج، ولوددت أنه تيسر لي امرأة صالحة‏.‏ وقال القاسم يقول إنك على كريمة، وإني فيك لراغب، وإن الله لسائق إليك خيرا‏.‏ أو نحو هذا‏.‏ وقال عطاء يعرض ولا يبوح يقول إن لي حاجة وأبشري، وأنت بحمد الله نافقة‏.‏ وتقول هي قد أسمع ما تقول‏.‏ ولا تعد شيئا ولا يواعد وليها بغير علمها، وإن واعدت رجلا في عدتها ثم نكحها بعد لم يفرق بينهما‏.‏ وقال الحسن ‏{‏لا تواعدوهن سرا‏}‏ الزنا‏.‏ ويذكر عن ابن عباس ‏{‏الكتاب أجله‏}‏ تنقضي العدة‏.‏,
5182,67, Sahih Bukhari ,67, 5182 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,"30220, 20029, 30226, 11716, 20475, 11013, 10511",قال يحيى بن سليمان حدثنا ابن وهب، عن يونس،‏.‏ حدثنا أحمد بن صالح، حدثنا عنبسة، حدثنا يونس، عن ابن شهاب، قال أخبرني عروة بن الزبير، أن عائشة، زوج النبي صلى الله عليه وسلم أخبرته أن النكاح في الجاهلية كان على أربعة أنحاء فنكاح منها نكاح الناس اليوم، يخطب الرجل إلى الرجل وليته أو ابنته، فيصدقها ثم ينكحها، ونكاح آخر كان الرجل يقول لامرأته إذا طهرت من طمثها أرسلي إلى فلان فاستبضعي منه‏.‏ ويعتزلها زوجها، ولا يمسها أبدا، حتى يتبين حملها من ذلك الرجل الذي تستبضع منه، فإذا تبين حملها أصابها زوجها إذا أحب، وإنما يفعل ذلك رغبة في نجابة الولد، فكان هذا النكاح نكاح الاستبضاع، ونكاح آخر يجتمع الرهط ما دون العشرة فيدخلون على المرأة كلهم يصيبها‏.‏ فإذا حملت ووضعت، ومر عليها ليالي بعد أن تضع حملها، أرسلت إليهم فلم يستطع رجل منهم أن يمتنع حتى يجتمعوا عندها تقول لهم قد عرفتم الذي كان من أمركم، وقد ولدت فهو ابنك يا فلان‏.‏ تسمي من أحبت باسمه، فيلحق به ولدها، لا يستطيع أن يمتنع به الرجل‏.‏ ونكاح الرابع يجتمع الناس الكثير فيدخلون على المرأة لا تمتنع ممن جاءها وهن البغايا كن ينصبن على أبوابهن رايات تكون علما فمن أرادهن دخل عليهن، فإذا حملت إحداهن ووضعت حملها جمعوا لها ودعوا لهم القافة ثم ألحقوا ولدها بالذي يرون فالتاط به، ودعي ابنه لا يمتنع من ذلك، فلما بعث محمد صلى الله عليه وسلم بالحق هدم نكاح الجاهلية كله، إلا نكاح الناس اليوم‏.‏,
5264,67, Sahih Bukhari ,67, 5264 ,Wedlock; Marriage (Nikaah) - كتاب النكاح,"20377, 11029, 34",وعن عمرو، عن عطاء، عن جابر، قال كنا نعزل على عهد النبي صلى الله عليه وسلم والقرآن ينزل‏.‏,
5311,68, Sahih Bukhari ,68, 5311 ,Divorce - كتاب الطلاق,"28114, 20033, 113",وقال الحسين بن الوليد النيسابوري عن عبد الرحمن، عن عباس بن سهل، عن أبيه، وأبي، أسيد قالا تزوج النبي صلى الله عليه وسلم أميمة بنت شراحيل، فلما أدخلت عليه بسط يده إليها فكأنها كرهت ذلك فأمر أبا أسيد أن يجهزها ويكسوها ثوبين رازقيين‏.‏,
5319,68, Sahih Bukhari ,68, 5319 ,Divorce - كتاب الطلاق,"20023, 11014",وقال الليث عن نافع، كان ابن عمر إذا سئل عمن طلق ثلاثا قال لو طلقت مرة أو مرتين فإن النبي صلى الله عليه وسلم أمرني بهذا، فإن طلقتها ثلاثا حرمت حتى تنكح زوجا غيرك‏.‏,
5327,68, Sahih Bukhari ,68, 5327 ,Divorce - كتاب الطلاق,"11013, 34",وعن الزهري، قال أخبرني من، سمع جابر بن عبد الله الأنصاري، قال كنت فيمن رجمه فرجمناه بالمصلى بالمدينة، فلما أذلقته الحجارة جمز حتى أدركناه بالحرة، فرجمناه حتى مات‏.‏,
5330,68, Sahih Bukhari ,68, 5330 ,Divorce - كتاب الطلاق,"11023, 17","وعن ابن أبي تميمة، عن عكرمة، عن ابن عباس، أنه قال جاءت امرأة ثابت بن قيس إلى رسول الله صلى الله عليه وسلم فقالت يا رسول الله إني لا أعتب على ثابت في دين ولا خلق، ولكني لا أطيقه‏.‏ فقال رسول الله صلى الله عليه وسلم ‏""‏ فتردين عليه حديقته ‏""‏‏.‏ قالت نعم‏.‏",
5343,68, Sahih Bukhari ,68, 5343 ,Divorce - كتاب الطلاق,"20258, 11282, 11023",وقال عبد الوارث عن خالد، عن عكرمة، عن ابن عباس، إذا أسلمت النصرانية قبل زوجها بساعة حرمت عليه‏.‏ وقال داود عن إبراهيم الصائغ سئل عطاء عن امرأة من أهل العهد أسلمت ثم أسلم زوجها في العدة أهي امرأته قال لا، إلا أن تشاء هي بنكاح جديد وصداق‏.‏ وقال مجاهد إذا أسلم في العدة يتزوجها‏.‏ وقال الله تعالى ‏{‏لا هن حل لهم ولا هم يحلون لهن‏}‏,
